#key	synopsis
Alex Kidd - The Lost Stars (World)	Alex Kidd: The Lost Stars has similar gameplay like in the other Alex Kidd games, but this one's a little too easy and it is designed for kids. Once again you play Alex, whose mission is to run through each location, knocking down enemies, and obtain the six miracle balls. These balls are hidden inside the strangest places like golden eggs, the Fantazy Zone ship out of action, clamshells, Christmas presents, pumpkins, and desk bells. Alex must then venture in outer space to defeat the evil Ziggurat. Locations include Toy World, Machine World, the World of Make Believe, Water World, and Monster World. You will even tour through the giant's body. Once you obtained the six miracle balls, you have to run through all the locations again, but these repeated locations introduce new enemies. With all the locations, you're under a time limit, and as usual, if the time expires, you lose a life. Alex starts the game with nothing, but during the game, he can collect power-ups that give him extra time, and allow him to shoot enemies or jump higher.
Alex Kidd in Miracle World (World) (En) (Sega Ages)	Many centuries ago, on the planet Aries, there lived a boy called Alex Kidd. For seven years, he lived on Mt. Eternal studying Shellcore, an ancient art that makes one strong enough to break rocks into pieces. As he was leaving the mountain one day to travel to his spiritual homeland, a dying man told him that the peaceful city of Radactian was in grave danger. Before taking his last breath, the man gave Alex a piece of a map and a medallion made of Sun Stone. There are eleven locations in which Alex must explore, each of them has its own unique dangers. In each location, Alex can collect bags of coins, which can be used to buy items at the shop and are used to help Alex get through each location (eg: motorcycle, peticopter, power bracelet, etc.) There are also traps that Alex must avoid like the ghost that chases him. He can also collect the Telepathy Ball that will help him read people's minds. Later, Alex learns that in order to save Radactian from destruction, he must first defeat Janken the Great, Emperor of the planet Janbarik (he got his name from his expertise at the game of Janken -- or what people call &quot;scissors, paper, stone&quot; in the Western World. Janken has sent his henceman all over Radactian to prepare the game for Alex as he passes by them. In order to get past them, Alex must win three times at Janken. If he loses, he is turned to stone and vanished from Radactian forever. Later on in the game, Alex must play with the same henceman, but only this time, when Alex wins, they decide to play dirty. Alex uses his fists to wipe out some of Janken's enemies such as birds, sea horses, bats, monkeys, frogs, and a few others. If his quest to save Radactian from the evil hands of Janken becomes difficult, he can instead use the power bracelet to perform the &quot;Shocking Waves of Destruction&quot;, an ancient trick in the art of Shellcore. Before Alex comes face-to-face with Janken, he should rescue his brother, Egle, from imprisonment, and get the letter and two medallions.
Alex Kidd in Shinobi World (USA, Europe, Brazil) (En)	Alex Kidd continues his adventures in Alex Kidd in Shinobi World, featuring remixes of the music you heard from Shinobi, and featuring the common enemy: Ninjas. The Dark Ninja, whom was banished 10,000 years ago, has returned to rule Miracle World. He also takes young Alex's girlfriend and use her as a sacrifice. To help Alex defeat the Dark Ninja and rescue his girlfriend, a god enters Alex's body, causing Alex to become a ninja master. There are four rounds, with three levels each, and has Alex travel through locations like office blocks, construction sites, shipyards, and jungles. He must go through each level defeating ninjas and other wildlife. In the last levels, he must defeat bosses including Kabuto, Heli, Robster, and Hanzo. To survive some levels, you must learn the secret jumping technique, described on page eight of the game's instruction manual. You start the game with three lives and are presented with an energy bar with three units, but you'll lose one if an enemy touches you. Furthermore, If you lose all three energy units, you lose a life, and if you lose all three lives, the game is over. Additional energy units can be obtained by collecting hearts that can be found by breaking treasure chests. The maximum units you can get is six. From there, the heart is replaced by a mini-Alex. Collect this and you've earned yourself an extra life. You'll get hearts if you have less than six units. You can also get weapons like spears and power swords by breaking these treasure cheats. However, if you're lucky, you can obtain a Tornado icon, letting you transform into a tornado while mini-Tornados whirl around the screen, seeking enemies. This allows you to either go left or right so your enemies get sucked in and are knocked out.
Alf (USA)	Help ALF try to get to Mars to see his friends Skip and Rhonda! ALF's latest adventure takes him out of the Tanner household and into suburbia, the depths of subterranean caves, the bottom of the lake, and even the moon! As ALF looks for parts to build his space scooter, he is continually hounded by the ATF (Alien Task Force) who will stop at nothing to keep ALF from reaching his goal. However, ALF is not completely defenseless, as he can buy and trade for items that will keep him out of sight and away from their clutches.
Alien 3 (Europe, Brazil) (En)	Alien³ is a video game based on the movie sequel of the same name. The plot of the movie picks up directly after the end of Aliens. Ellen Ripley, the main character of the Alien series, is in cryo-sleep aboard the space ship Sulaco. Unfortunately, an alien or two has stowed away on the Sulaco, and wreaked havoc within the ship. Thus, it crash lands on the prison colony planet Fiorina 161. Ripley and the unarmed prisoners have to figure out a way to survive the aliens terrorizing the colony until help arrives. The game play of the various Alien³ conversions varies from platform to platform. The Genesis Alien³ game is a side-scrolling action game with large maze-like levels. In each level, you have to rescue all the trapped prisoners and then make your way to the exit, all while surviving multiple alien attacks.
Alien Storm (Europe, Brazil) (En)	The aliens are invading Earth, and it's up to the &quot;Alien Busters&quot; to wipe them out and destroy their creator. The Busters consist of Karla, Gordon, and Scooter. Each one of them have their own weapons and special attacks. When you start the game, you can select any one of these characters to play as. There are six missions to complete (eight in the Genesis version) with several stages, and each mission has you blasting aliens all the way to the end, from the streets to the mother ship where you'll meet the mother of all aliens. Unfortunately, blasting these aliens will not be an easy task, as they get tougher in every mission, and are capable of hiding into objects such as plants, postboxes, trashcans, drums, and several others. Each mission has an objective such as rescuing people destroying an UFO. When you deal with a few aliens, flying heads will appear, which you can shoot to collect life or energy (by the way, life is important to you, since if yours get empty, you're dead). However, rather than using your ordinary weapons, you can use the special attacks that are enough to kill aliens you currently see. These types of attack vary depending on the character you choose at the start of the game. For instance, Gordon summons a U.S. Air Force Jet that drop bombs across the street, while Scooter is able to teleport out of his present location, and leave a series of bombs that will blow up aliens on sight, he will then re-appear. However, using your character's special attack uses up a lot of energy, and if you have little or no energy, you can't use it. At the end of some missions is an alien boss, which you must destroy in order to complete the mission. Also, at the end of every one, you have to enter buildings where you participate in a shooting gallery. The object is to kill aliens popping up from several locations with the building. You can play Alien Storm by yourself, or with another person.
Alien Syndrome (USA, Europe, Brazil) (En)	Alien Syndrome is a scrolling shooter arcade conversion. Your job is to run around and rescue all the captives and make it to the escape hatch before the time bomb explodes. Then face the mother alien at the end of the level. You can play as a single player or two people, taking turns. (Player 2 starts the game after Player 1 dies and vice versa.)
Altered Beast (USA, Europe, Brazil) (En)	In this coin-op conversion, you are a hero raised from the dead by the god Zeus to rescue his daughter Athena. With a scenery inspired by Ancient Greece, you have to fight hordes of undead and demons, with a boss at the end of each level until you meet the god Neff, who holds the girl captive. The title refers to your shapeshifting abilities. In this platformer, you can collect spirit balls by defeating two-headed wolves, allowing you to mutate into different beasts such as a werewolf, a dragon, a tiger, a bear and others depending on the version. Each form, tied to a level, comes with special abilities such as flight and powerful attacks, easily superseding the basic set of punches and kicks in your human form. The game can be played in singleplayer mode, or in same-screen multiplayer co-op mode.
Andre Agassi Tennis (Europe, Brazil) (En)	A game endorsed by the American player who stunned the tennis world in the early 90s with his &quot;Image is everything&quot; looks, sporting long hair, earrings and colorful shirts, Andre Agassi Tennis includes eight players (male and female and as as expected, only Agassi is a real player) rated according to movement speed and both accuracy and strength on serve, backhand and forehand. Gameplay features all the usual moves: smashes, passing shots, volleys and all kinds of backhand and forehand plays, but unlike other games, precise positioning and timing are crucial to avoid hitting the ball outside the court, swinging the racket into thin air or more embarrassing, let the ball hit you on the head. Three courts are available: Grass, Clay and Indoor (Sega versions add a fourth, Hard), but the differences between them are minimal. Game modes change according to the version, with the 16-bit versions including a &quot;Skins&quot; game, where each point is worth a sum of money based on the number of times the ball was hit.
Arcade Smash Hits (Europe)	Arcade Smash Hits is a compilation of three classic Atari arcade games, previously unreleased for Sega Master System: Centipede, Breakout, and Missile Command. This release adds short introduction sequences to each game.
Argos no Juujiken (Japan) (En)	An evil being known as Ligar is about to conquer the land of Argool. Such is his power that no living creature dares to cross paths with him. But the legendary warrior Rygar rises from his grave to restore peace and justice. Armed with his famed weapon Diskarmor, Rygar begins to traverse the vast lands that lead to the lair of the demon, as his minions are trying in vain to stop him... Originally released on the arcades, Rygar is a side-scrolling action game. The player controls the titular hero, advancing through stages populated by hostile creatures. Beside the Diskarmor, a weapon that looks like a shield with a chain attached to it, the hero can use a variety of other weapons, including projectiles that can be fired in four directions. Various &quot;powers&quot; are scattered through the levels and can be collected. The effects of these powers include increasing the fire power of the equipped weapon, adding time to the clock, temporary invisibility, extra points, etc.
Ariel - The Little Mermaid (Brazil) (En)	Help either Ariel, the gleeful little mermaid, or Triton, her father, foil the evil Ursula, who has transformed everyone into small, green worm-like creatures, including the character you dont initially choose. Rescuing requires you to simply swim into the unfortunate little victims as they hang about at fixed places in the watery world; while fending off and dodging enemies like eels, clams, sharks, and several other sea meanies. Friends like Flounder and Sebastian can also be summoned for a little helping hand.
Assault City (Europe, Brazil) (En) (Light Phaser)	In the latter half of the 21st century, robots have been engaged in labor in dangerous places, housework, etc. Then suddenly, the control system used to function these robots plotted a revolt against the human race, and ordered every robot to annihilate all of the people. The robots robbed them of their weapons, and occupied various military bases and factories. The war robots that were manufactured there murdered men one after another, and the survivors organized a resistance and went into a full-scale offensive against the enemy's army. You are Joe, and you swear that nothing can stop you from destroying the control system which forces the robots to kill. Assault City is a one-player shooter. At the beginning of the game, you participate in a little shooting practice, where you must shoot squares that contains pictures of robots, and avoid shooting squares that contains pictures of humans. In the levels that follow the shooting range, you must kill robots that appear and attack you. If you are hit by these robots, some of your energy will be lost. Occasionally, shooting the power-ups that appear will result in more weapon power or more life. At the end of each level, you need to defeat a boss in order to proceed to the next level. The game ends when you lose all of your energy. You have unlimited continues, however. Assault City comes in two flavors: the control pad version, as well as a Light Phaser version.
Asterix (Europe, Brazil) (En,Fr)	Getafix, the Druid whose potion has kept his village from falling in Caesar's hands, has been kidnapped! Join Asterix and Obelix as they try to rescue the druid and save the village!
Asterix and the Great Rescue (Europe, Brazil) (En,Fr,De,Es,It)	The game is based on the popular French comics series Astérix. It is 50 B.C., and the entire Gaul (today's France) is conquered by the Romans. Only one village still remains independent, thanks to the incredible powers of its two great warriors, Asterix and Obelix. In the game, they must first of all liberate the village Orvio and rescue their friend Dogmatix. You can play as either Asterix or Obelix. You make your way through platform levels, fighting enemies by punching them, and jumping to access higher ares or to avoid falling down. There are also some items you can collect, such as bombs, with which you can overcome obstacles and advance in the game.
Asterix and the Secret Mission (Europe, Brazil) (En,Fr,De)	The druid Getafix is out of magic potion, and Astérix and Obelix are set out on a secret mission: to find the necessary herbs, so he can brew the potion again. In this side-scrolling action game, the player can choose to play either Astérix or Obelix at the start of each one of the six levels. Although the main setting of each level is the same to both characters (forests, caves, deserts, underwater stages, waterfalls and such) the level design for each one may vary. In two player mode (Master System version), players will take turns playing as Astérix and Obelix. Both characters jump (by pressing button 2), punch enemies and break blocks (by pressing button 1). Astérix can run can run (by pressing and holding button 1 while moving) and double jump (by pressing 2 in the middle of a jump). Obélix is stronger and can break several bricks in a row when jumping over them (pressing 1 while jumping), and can also slide down hills (by pressing down at them). Astérix can get some potions (thrown by pressing up and 1), which can break rocks, kill or shrink enemies. Obelix can get miniature menhirs which can be thrown (by pressing up and 1) against enemies. Both characters can also get bones throughout the game, granting access to bonus stages where the player controls Dogmatix. Some levels also involve minor puzzle solving, like pushing switches or moving rock blocks.
Astro Warrior & Pit Pot (Europe)	Two super hits in one! Turn back the invaders and save the galaxy in ASTRO WARRIOR. Can you find your way safely through the magical mazes in PIT POT?
Astro Warrior (Japan, USA, Brazil) (En)	Basic Sega shoot-em-up in which you must guide your ship through three zones while avoiding hazards. Your only weapon are bullets as your only defense, but if you shoot the flashing red pieces on the terrain, chances are that a green ship will approach you, and if you collect this ship, your weapons will be upgraded so that you shoot a laser beam instead. Keep collecting ships and you can shoot up to three laser beams at once. At the end of each zone, you will come across a boss that takes multiple hits to kill. If you manage to conquer all three zones, you are back to where you started. The whole point of this game is to earn as many points you can without losing all of your lives.
Ayrton Senna's Super Monaco GP II (Europe, Brazil) (En)	Ayrton Senna won the Monaco Grand Prix six times, as well as 3 Formula One world championships, so he was the perfect man to license a home sequel to the classic arcade racing game. There are two main modes you can choose: -World Championship: A sequential series of pre-determined races, made to take you across all sixteen tracks. Consider it your career or story mode of sorts. -Free Practice: In this mode, you freely choose tracks solely for the purpose of just practicing on them. Definitely the mode for beginners to ... well, begin on. You'll begin with track selection. Choose between a &quot;Beginner&quot; or &quot;Professional&quot; difficulty, tune your car's setting for each of the 16 tracks and race your way to win a World Championship against the main man Ayrton Senna himself.
Aztec Adventure (World)	Aztec Adventure is a traditional action/labyrinth game in which the player assumes the role of Nino, an explorer whose aim is to find the Aztec Paradise. The labyrinth is full of Aztec mythology creatures and other ancient Mexican references. Although it is a maze game, the controls are very simple and easy to manage.
Back to the Future Part II (Europe, Brazil) (En)	Back to the Future II is a collection of five arcade and puzzle games. Based on the second installment of the popular Hollywood series Back to the Future, this movie conversion has Marty McFly and Doc Brown travel through time to stop their arch-rival Biff from changing the future. The game consists of five parts, each inspired by one of the movie's most memorable scenes: 1. Hoverboard Chase: A Paperboy clone without newspapers, but with isometric levels and lots of enemies to dodge. 2. Jennifer Rescue: Guide Marty's girlfriend Jennifer out of the house without her meeting one of the four family members. Open and close doors to make the persons go from one room to the next in this top-down puzzle sequence. 3. Beat Biff: A side-scrolling beat-em-up sequence in the tradition of Double Dragon. Fight your way through a grim 1985 by jumping, hitting and kicking at Biff's lackeys. 4. Band Puzzle: Rearrange the mixed-up parts of an animated picture of the school band in this sliding block puzzle. The clock is ticking. 5. Hoverboard Chase 2: Another hoverboard sequence, similar to the first one, only this time set in 1955.
Back to the Future Part III (Europe)	Back to the Future III is a collection of four arcade games. Marty McFly and Doc Brown have traveled back through time to the year 1885 - and they're soon deep in trouble when they face &quot;Mad Dog&quot; Tannen's gang and have to find a way to return to the present. This game takes four scenes from the Hollywood movie Back to the Future III and turns them into arcade sequences: 1. Buckboard Chase: Doc Brown goes horseback in an attempt to save Hill Valley's lovely school teacher Clara. This game of quick ducking, jumping and shooting alternates between a side-scrolling and a top-down perspective. 2. Shooting Gallery: The name says it all. A classic game of aim-and-shoot, spiced up by hidden extras and bonus targets. 3. Pie Throwing: Meet the Mad Dog gang. They have guns, and you have... cream pies. It's an isometric version of the shooting gallery, only with ammo. And the targets shoot back. 4. The Train: Basically a side-scrolling beat-em-up on train wagons with some ducking and jumping. Get rid of the mechanics and collect speed logs to push the engine to a magic 88 mph.
Baku Baku (Brazil) (En)	The Minister approaches the King to tell him that his only daughter, the Princess, wants a new pet. But the King says she already has too many, and she can't take care of so many animals. Thus the Minister purposes a contest of skill and daring to select the Royal Zookeeper. Master Piggy then sends his pupil, Polly, to participate in the contest. Baku Baku Animal is a variation on the very often copied Tetris type of game. The game has three different play modes: practice, normal and hard. It also can be played by two players against each other (except for the Master System version). The objective is to pair animal heads with their respective food. If a rabbit head comes falling, you must make it fall on a pile of carrot tiles, dog heads with bones, panda heads with bamboos and monkey heads with bananas. There is a bonus item, the &quot;BB coin&quot;, which will appear from times to times, and remove piled tiles from the playfield. Removed tiles will be sent to the opponent's playfield all at once, increasing the difficulty of the task. Polly will face several contestants, and she'll win when her opponents get their playfield piled to the top.
Bank Panic (Europe, Brazil) (En)	Bandits are holding up a bank and have taken people hostage, and as a gunslinger, it's your job to shoot them. The bank has 12 doors, and the bandits are behind each one of them. When they pull a gun out at you when you open a door, you have only a few seconds to shoot them before they shoot you. If you shoot them too early (ie: before he sticks his gun out at you), it is considered unfair, and you won't score any points, but if you're too late, he'll shoot you and you lose one of your three lives.If you waste too much time, a bandit will come out from one of the doors and stick dynamite on it. You must then shoot the dynamite to get rid of it. If you're lucky, either a man or a woman will throw you a bag of gold coins. If you shoot any of these people by accident, you also lose a life. More often than not, the person will throw his/her hands up, saying &quot;I haven't got anything&quot;. That's when they will be replaced by bandits. Some men will carry three to five pieces of gold on top of their heads, and shooting at all of the gold will award you with a bag of gold coins. Others will be tied up with rope. If you shoot the rope, there's more money for you, because not only will you receive one bag of gold coins, but you'll get three bags of gold coins. There are more than ten rounds in Bank Panic, and each one ends when a person behind all 12 doors was able to throw you a bag of gold coins. The rounds get difficult the further you get. For example, in later rounds, a few bandits will block your shot, and you have to then shoot twice. Also, regardless of what round you're on, you can shoot so many bandits before time runs out.
Basketball Nightmare (Europe, Brazil) (En)	The captain of the home town basketball team is leading his team to win the All-American Championships. But then the captain had a strange dream, nightmare in fact, where he was playing basketball against all these strange creatures in exotic locations. Basketball Nightmare is a basketball game where the player plays basketball against strange humanoid creatures on the court where the creature lives. The player must play and defeat each creature before moving onto a new place with a new harder opponent. The player starts of playing against Wolfs in the Forest and then, upon defeating that opponent, moves on to play Frogs at the Pond, One Eyed Aliens at the Waterfall, Vampires in the Skeleton Cave, Geishas in the Bamboo Forest, before finally playing against Samurais at the Shrine. If the player loses a match then that match can be replayed until won. The player at the start of each match gets to pick how long the match duration is out of the options of 15, 30, or 45 minutes (not in real time) before being placed on the court. When on the court the player always plays towards the right of the court. First the player tries to get the ball from a throw by a well timed button press. When the player has the ball the player has the option to move, pass the ball, and jump. When jumping the player can shoot, with the accuracy of the shot depending on the timing, or just simply pass. When defending the player can cycle through the field or just simply run into the opponent to challenge for the ball. There are a few penalties that the player can get including but not limited to Travelling (not passing after jumping), Charging (Sometimes called when the player with the ball runs into an opponent), and Pushing (Sometimes called when the player without the ball runs into an opponent) with all the penalties resulting with the other team getting the ball on the side of the court. Also there are two more modes called CPU vs CPU, where the player can get the CPU to play itself and Versus Play to play against a friend. In both modes the player or players pick one of the 8 nations that are USA, CBA, CHN, JPN, URS, DDR, CAN, and FRN all with a character representing a player of that nation. All the rules are the same as single player mode.
Batman Returns (Europe, Brazil) (En)	From Sega 8-bit specialists Aspect comes one of many adaptations of Tim Burton's 1992 superhero sequel Batman Returns. Like other versions, it is a side-scrolling platformer. While very similar to the Game Gear version, the Master System version has slightly different levels and gameplay mechanics. Batman must move through five stages on his way to defeat the Penguin. These include the streets and rooftops of Gotham City, Max Shreck's department store, the sewers, and the Penguin's lair. For the first four levels, a route can be selected from two options, allowing for different paths through the game. Enemies standing in Batman's way can be defeated by throwing the Batarang at them. At the beginning, the weapon's range is very limited, but it can be expanded by collecting powerups. Other tools Batman can use are a grappling hook to pull himself up to higher levels or swing across dangerous areas, and his cape, which can be used as a parachute, for more control during falls. Unlike in the Game Gear version, there is no health bar: a single hit will kill Batman. To compensate, the game contains a generous amount of extra lives.
Battle Out Run (Europe, Brazil) (En)	Battle Out Run is Sega's answer to Taito's Chase H.Q. You drive a red sports car and must apprehend eight target vehicles in selected cities across the USA, including Los Angeles, Chicago, Miami, and New York. You have to do this while avoiding yellow cars and other obstacles. Halfway through the eight stages, you enter a shop that allows you to upgrade your car and get some nitros, as long as you have money, and you will be rewarded if you apprehend the vehicles. This can be done by bumping into them to disable them.
Battlemaniacs (Brazil) (En)	The three battletoads Zitz, Rash and Pimple are in Tibet to witness the presentation of the Psicone Gamescape, a virtual reality machine. All of a sudden a monster jumps out of the gameworld, captures both the Psicone CEO's daughter & Zitz and takes them back into the Gamescape. Of course Rash and Pimple will have to enter the Gamescape and rescue them. Battletoads in Battlemaniacs is another game in the Battletoads series by Rare. Much like its predecessor, it blends fighting game elements (in the style of Double Dragon) with other kinds of gameplay, like racing levels, &quot;snake riding&quot; levels and such. There are some bonus levels between some of the regular ones, where the player can collect extra lives. Buddies can team up and defeat the opposition together in the two coop-modes available. In mode A, players can hit each other while in mode B, they can't.
Black Belt (USA, Europe, Brazil) (En)	In this game, you play Riki. Kyoko, your beautiful Japanese girlfriend, has been kidnapped, and in order to rescue her, you must get through a tireless army of enemies. These enemies come equipped with weapons that include whips, knives, swords, and flamethrowers, but Riki has to make do with his well-trained martial arts body. Black Belt is a side-scrolling game that is split into seven chapters. During these chapters, you are fighting Chinese Kung Fu men, wrestlers, jujitsu men, eagles, ninjas, and black women. When you get halfway through the chapter, you will fight a different enemy than one that you encounter before. At the end of each chapter, you have to defeat several bosses before continuing on to the next round. Each type of these has their own personal strengths and weaknesses. Once you touch an enemy or boss, you will lose energy. once you lose all energy, you lose a life, but more life can be restored by getting the cake when it comes across the screen in mid-air, or by defeating an enemy that will come at you halfway and you receive a bonus for doing so. Black Belt is a modified version of the Japanese-exclusive Hokuto no Ken, with the licence removed and new level designs.
Blade Eagle 3-D (World)	Blade Eagle 3-D is a vertical shoot-em-up which has no story involved. You just have to shoot your way on three planets (you have to travel through space first), blasting as many enemies as possible. Along the way, there are several bosses that you have to defeat. The later ones drop a power-up, which you can use to upgrade your ship. Some of the power-ups include double shots and laser beams. Another power-up gives you the ability to have an extra ship on your side and will join the fight, and will later serve as a backup. Blade Eagle is designed for play in conjunction with the Sega 3-D Glasses. If you play without the 3-D glasses, it will look like as if there are two of your ships, not just one. If there are four enemies approaching you, they will look like eight.
