#key	synopsis
Akira (USA) (Proto)	This game attempted to do a faithful adaptation of the original film by presenting various key scenes from the film in unique ways. The game features first person shooting, racing, platforming, and beat-em up segments to help illustrate the various points in the movie's story.
Al Michaels Announces HardBall III (USA, Europe)	The third game in the Hardball baseball series. This revision features 256 colour VGA graphics, and announcer Al Michaels provides running commentary while you play.
Aladdin (World) (En) (Disney Classic Games)	The game from Virgin based on the 1992 animated Disney film is a side-scrolling platformer. The player controls Aladdin, who must make his way through several levels based on locations from the movie: from the streets and rooftops of Agrabah, the Cave of Wonders and the Sultan's dungeon to the final confrontation in Grand Vizier Jafar's palace. The Sultan's guards and also animals of the desert want to hinder Aladdin in his way. He can defend himself with his sword or by throwing apples. Next to apples, Aladdin can also collect gems which can be traded for lives and continues with a traveling trader. Finding Genie or Abu icons enables bonus rounds. The Genie bonus round is a game of luck played for apples, gems or extra lives. In Abu's bonus round, the player controls the little monkey who has to catch bonus items that fall from the sky, but without touching any of the unwanted objects like rocks and pots. The game's humorous animations were created by Walt Disney Feature Animation.
Alex Kidd in the Enchanted Castle (USA)	Alex Kidd, resident of planet Aries, is the brother to the king. One day he comes across a rumor that his long lost father, King Thor, is alive and somewhere on the planet Paperock. Now Paperock is a place where you have to be good at the game of 'Paper, Rock and Scissors' to get anywhere. With that knowledge you must take control of Alex, guide him through the odd natured, unfriendly planet and help him find his father.
Alfred Chicken (USA) (Proto)	In the game, the player controls a chicken named Alfred, who must navigate bizarre levels filled with balloons, telephones, cheese, and other strange objects. Alfred can walk, jump, and peck at balloons and floor switches. He can also jump on enemies or feathers to hop higher.
Alien 3 (USA, Europe)	Alien³ is a video game based on the movie sequel of the same name. The plot of the movie picks up directly after the end of Aliens. Ellen Ripley, the main character of the Alien series, is in cryo-sleep aboard the space ship Sulaco. Unfortunately, an alien or two has stowed away on the Sulaco, and wreaked havoc within the ship. Thus, it crash lands on the prison colony planet Fiorina 161. Ripley and the unarmed prisoners have to figure out a way to survive the aliens terrorizing the colony until help arrives. The game play of the various Alien³ conversions varies from platform to platform. The Genesis Alien³ game is a side-scrolling action game with large maze-like levels. In each level, you have to rescue all the trapped prisoners and then make your way to the exit, all while surviving multiple alien attacks.
Alien Soldier (Europe)	In the year 2015 the planet Sierra is in the grips of Xi-Tiger's Scarlet terrorists. All hope now lies with Epsilon-Eagle, a fearsome warrior with a lethal arsenal. Armed with all the hardware you can carry, blast, shoot and burn through level after level of incredible cyber-action before confronting the mighty Xi-Tiger. Various weapons to pick up and loads of boss battles. Each boss has it's own weakness, which you must exploit. You can change forms to vary your attack pattern.
Alien Storm (World)	Earth faces an alien invasion, leaving its fate in the hands of the Alien Busters: Karla, Gordon and Scooter. Armed with unique weapons and special attacks, this trio must defeat the invaders and destroy their creator. Players can choose from 3 characters to tackle 8 missions that progress from city streets to alien mothership. Enemies grow fast, often hiding inside everyday objects like plants and trash cans while objectives range from rescuing civilians to destroying UFOs. When fighting aliens, you can shoot flying heads to collect life or energy for survival. Each character has a unique special attack that can eliminate all visible enemies: Gordon calls in a jet airstrike, while Scooter teleports and leaves bombs. However, this consumes energy, leaving you unable to use them if your reserves are depleted. Alien Storm supports solo or 2-player co-op, where you clear missions by destroying alien bosses and completing shooting gallery challenges inside buildings.
Alisia Dragoon (USA)	The pace is intense. Enemies come at Alisia from everywhere. And nowhere. Battle hordes of crazed barbarians, mow down mobs of poisonous centipedes, and slay squadrons of winged gargoyles. Blast enemies in waves or one by one with multi-directional, auto-targeting laser fire. Recruit killer companions like the DragonFrye, Ball O'Fire, Thunder Raven and Boomerang Lizard. Use them to hurl blistering boomerangs, fireballs, and electrical attacks. With Alisia's super-tough fighting skills, fry enemies to a crisp. And prove once and for all that you can go hand-to-hand with evil and come out the champion!
American Gladiators (USA)	American Gladiators is licensed from the popular TV show of the same name. It features a series of events testing players' strength, speed and skill against a trained team of ten 'Gladiators', five male and five female. The female characters are Ice, Gold, Lace, Blaze and Zap, most of them know by their bodybuilding achievements. Main male characters are Turbo, Nitro (he featured several US National TV commercials), Gemini, Thunder and Laser (Mr. Montana on 1986). In total there are seven events, all viewed from third-person views. The final one is the Eliminator assault course., in which you compete directly against an opponent.
Anaconda (Brazil) (Mega Drive 4)	nnSnake Clone. Launch exclusively in Mega Drive. The game was not released in physical media in Brazil, being sold only in the memory of some Mega Toy models of Tec Toy.
Andre Agassi Tennis (USA)	A game endorsed by the American player who stunned the tennis world with his &quot;Image is everything&quot; looks: Sporting long hair, earrings and colorful shirts. Andre Agassi Tennis includes 8 players (male and female where Agassi is the only real player) rated according to movement speed and both accuracy and strength on serve, backhand and forehand. Gameplay features all the usual moves: Smashes, passing shots, volleys and all kinds of backhand and forehand plays, but unlike other games, precise positioning and timing are crucial to avoid hitting the ball outside the court, swinging the racket into thin air or more embarrassing, let the ball hit you on the head. 3 courts are available: Grass, Clay and Indoor (Sega versions add a fourth, Hard) but the differences between them are minimal. Game modes change according to the version, with the 16-bit versions including a &quot;Skins&quot; game, where each point is worth a sum of money based on the number of times the ball was hit.
Animaniacs (USA)	Animaniacs is a side-scrolling action/puzzle game based on the animated TV series of the same name. The Warner kids, Yakko, Wakko, and Dot have escaped the water tower again and are on a quest to retrieve movie memorabilia from the Warner Bros. studio lot. There are 4 stages, and in each stage the Warners must work together to get past obstacles and enemies. Yakko can push or pull boxes, Wakko can use his hammer to smash things, and Dot can blow kisses to charm simple minded foes.
Aniversario (Brazil) (Mega Drive 4)	Shoot. By controlling the view, the player must shoot the spiders, preventing them from getting off the table and eating the cake. The game was not sold on physical media, but was launched only in memory of some models of the Mega Drive console produced by Tectoy.
Aquaduto (Brazil) (Mega Drive 4)	Puzzle game inspired by Pipe Mania. The goal is to mount a pipeline between the fire hydrant and the tank connector. Never released on physical media, the game was included in the memory of some models of Mega Drive produced by Tectoy.
Aquatic Games Starring James Pond and the Aquabats, The (USA, Europe)	James Pond is on a break from baddie bashing to compete in the Aquatic Games in Basselona. Play with Pond's fishy friends as they vie for the coveted Goldfish medal in 10 wet and wacky events. Practice all you want and qualify for the Official Games, or play with up to four friends in your own maritime match. Your porpoise - uh... purpose - is to be the first across the finish line, but you'll be hooked long before then!
Arcade Classics (USA, Europe)	Arcade Classics offers three classic Atari titles. It includes the following games: 1. Missile CommandCentipedePong (Ultrapong: both Pong and Hockey) All games have selectable difficulty options. They contain a classic mode as well as a Genesis mode (SEGA mode in the Game Gear version), which enhances the graphics and adds new sound effects.
Arcade Legends Street Fighter II' - Special Champion Edition (World) (Radica)	The Arcade Legends Street Fighter II': Special Champion Edition, known as the Play TV Legends Street Fighter 2 in the US and the Mega Drive Play TV 3 in Japan, is a Sega Mega Drive &quot;console on a chip&quot; designed and manufactured by Sega Toys. In the West it was distributed by Radica. The system contains Street Fighter II': Special Champion Edition and the Mega Drive version of Ghouls'n Ghosts built-in.
Arch Rivals - The Arcade Game (USA, Europe)	Arch Rivals is a conversion of the hit Midway arcade game. It's a 2-on-2 basketball game that stands out from the crowd for its &quot;no rules&quot; approach. Fouling out other players is more than accepted, it's encouraged. Choose from twelve different teams and eight players, each with their own traits and personalities.
Arcus Odyssey (World) (Evercade)	Long time ago, an evil sorceress Castomira decided to conquer the world. But a good princess revolted against her, and in a great fight defeated the sorceress. But in order to completely seal the sorceress' powers, the princess had to forge a magic sword. For a long time this sword guarded the peace of the citizens of Arcus. But now the followers of Castomira stole it, and the world is facing a great peril... This is a Gauntlet-like game: lots of action and magic, with items to collects, and many dungeons to free from monsters. The game is also viewed from an isometric perspective, typical for the genre. Choose one of four characters to battle your way through dungeons and castles, or play with a friend in a 2-player mode.
Ariel - The Little Mermaid (USA, Europe)	Help either Ariel, the gleeful little mermaid, or Triton, her father, foil the evil Ursula, who has transformed everyone into small, green worm-like creatures, including the character you dont initially choose. Rescuing requires you to simply swim into the unfortunate little victims as they hang about at fixed places in the watery world; while fending off and dodging enemies like eels, clams, sharks, and several other sea meanies. Friends like Flounder and Sebastian can also be summoned for a little helping hand.
Arnold Palmer Tournament Golf (USA, Europe)	Select your level of play, and then head for the pro shop to choose between Black Carbon, Glass Fiber, and Ceramic Clubs. Tee off by yourself or play 18 holes with a friend. Besides the One and Two Player modes there's also a practice mode, match play (head to head), and a full-blown international tournament, where you'll stroke it out against 15 competitors. Tournament play lasts 12 rounds, 18 holes of golf each. Most rounds are standard &quot;stroke&quot; play but the seventh and eighth rounds are &quot;match&quot; games. Things really get serious when match game ends in a tie, and players move into a sudden death play-off. During the tournament players earn higher skill levels, more knowledgeable caddies, and more power. You'll earn a password at the end of each round of the tournament. The game let's you play on three different courses; Japan, the United States, and Great Britain.
Arrow Flash (USA)	&quot;Arrow Flash&quot; is a side-scrolling space shooter. You control a female spaceship pilot who is sent on a mission into deep space to save the Earth from an assault by an evil dragon from another galaxy. Moving vertically or horizontally, you must avoid or kill the enemies and make it to the end of the level alive, where a boss battle awaits you. During gameplay, you can switch at any time between two modes: normal spaceship and flying robot. The two forms use different weapons and also have different special abilities, called Arrow Flash. While the spaceship can fire destructive lasers for major damage, the robot can raise a shield that will protect you from enemy attacks for some time and instantly kill anything that touches it. You can either charge Arrow Flash attacks by holding a button for several seconds, or collect icons during your flight to release it quickly afterwards.
Art Alive (World)	Art Alive is a strange little title for the genesis, it's not even really a game, more of a Paintbrush type of program. Despite its originality though, there are just too many flaws littered throughout the ''game'' to make it quite unbearable to play. It's really only worth trying out for a novelty purpose.
Art of Fighting (USA)	Yuri Sakazaki has been kidnapped! Her big brother Ryo Sakazaki and Robert Garcia, his best friend, go search for her on the streets of South Town. As they go deeper and deeper they will find clues as to who ordered the kidnapping, the Sakazaki family's relation to the mob, and a person from their past. This fighting game is a coin-op conversion of the Neo-Geo hit of the same name, and has all characters, stages, and moves featured in the arcade unit. Unlike the original arcade version, players can now play as Mr. Big and the elusive Mr. Karate. The gameplay differs from most fighting games. In this game, you have a Spirit meter. A Spirit meter is in the game and will decrease as you perform special moves. It can be recharged, but doing so leaves you open to attack. When your health is almost gone, you can perform a secret combination that will unleash a deadly attack on your opponent - provided you have a full Spirit meter.
Asa Delta (Brazil) (Mega Drive 4)	Sport game (hang glider), developed by Devworks Game Technology and published by Tectoy, exclusively on Mega Drive. The game was not released on physical media, being sold only in the memory of some Mega Drive models from Tec Toy, such as the Super Mega Drive 3 - 71 Super Games.
Asterix and the Great Rescue (USA)	The game is based on the popular French comics series Astérix. It is 50 B.C., and the entire Gaul (today's France) is conquered by the Romans. Only one village still remains independent, thanks to the incredible powers of its two great warriors, Asterix and Obelix. In the game, they must first of all liberate the village Orvio and rescue their friend Dogmatix. You can play as either Asterix or Obelix. You make your way through platform levels, fighting enemies by punching them, and jumping to access higher ares or to avoid falling down. There are also some items you can collect, such as bombs, with which you can overcome obstacles and advance in the game.
Asterix and the Power of the Gods (Europe) (En,Fr,De,Es)	Based on the French comics series Asterix. Asterix and Obelix are great warriors of Gaul (today's France), that was conquered by the Roman Empire 50 B.C. Vercingetorix, the great leader of the Gauls, was defeated by Julius Caesar, and lost his shield to him. Now it's up to Asterix to recover this shield from the Romans! In this platform game, you guide Asterix through various levels. You can move on an isometric overview map to access different locations. You can jump, run, and defeat your enemies by spinning and hitting them. There is a variety of items to collect and obstacles to overcome.
Atomic Robo-Kid (USA)	As the half-human half-cyborg flying machine of the title, you are faced with 28 levels to clear of enemies. The gameplay is horizontally scrolling. Your unit is able to fly and then hold at a certain level in space. Defeated enemies often release gems, which can be collected towards power-ups. These include more powerful or multi-directional firing.
Atomic Runner (USA)	After surviving a nuclear explosion that granted him superhuman abilities, scientist Chelnov embraces a mission of justice by attempting to flee his Eastern Bloc homeland and traverse the globe to reach the United States. Chelnov sets itself apart from other platformers through its forced scrolling which automatically moves the screen and compels players to navigate obstacles without controlling their speed. While facing threats from all directions, players can aim backward to shoot enemies who may drop weapons and power-ups when defeated.
ATP Tour Championship Tennis (USA)	In this quasi-sequel to Wimbledon, Sega secured the ATP license to feature 32 active players, senior legends and 4 customizable avatars for the ATP Tour mode. Each character is defined by 7 attributes governing their shots and movement while gameplay varies across 4 court types and 11 real tournaments. The game features 4 modes: Exhibition Matches, a 32-player Exhibition Tournament, an 8-player ATP Senior Tour for retired athletes and the main ATP Tour where you create and develop a custom player by earning skill points through tournament success. Gameplay features a simple 3-button system: A for lobs, B for controlled passing shots and C for fast top spin, while the directional pad controls shot direction and depth.
Australian Rugby League (Europe)	Australian Rugby League is a sequel-style game focusing on Rugby League rather than Union, expanding on the World Cup 95 concept. It features the core 20-team league and State of Origin matches, alongside a 12-team European League and 8-team international playoffs. Players can choose to jump straight into club playoffs or engage in friendly matches. Gameplay emphasizes quick passing and running over long kicks, with the A, B and C buttons handling kicking, passing and rushing respectively. Players can execute tricks like lobbed kicks or defensive clears by combining these inputs. Dead ball situations use a 3-step mechanic balancing power and accuracy, while button selection determines ball height. Environmental conditions also impact performance, as hot, dry weather slows players on hard ground and cold, wet conditions hinder passing.
Awesome Possum Kicks Dr. Machino's Butt (USA)	In just a few years, mankind has succeeded in destroying the environment and endangering all living species. Under the guidance of the evil Dr. Machino, robotic machines were built to turn the Earth into a soulless place without live nature. There is only one hero who can save the living beings of the planet - you, a little possum. Fight Dr. Machino's robots and liberate the Earth! This is an action platformer very similar in gameplay style to Sonic games. The possum can jump and run very quickly, as well as spin to hurt the enemies and breeze through the levels. Various robotic creatures will will try to kill you during your journey to Dr. Machino's lair. You can either avoid or try to defeat them on your way.
Aworg - Hero in the Sky (Japan) (Sega Game Toshokan)	Aworg is a scrolling action game in which the player controls a hero who constantly flies and floats: Aworg can move freely using his thrusters, which propel him in different directions while firing a puff of air in the opposite direction.
Ayrton Senna's Super Monaco GP II (USA) (En,Ja)	Challenge the six-time winner of the Monaco GP and three-time drivers' world champion in Ayrton Senna's Super Monaco GP II on Megadrive. Make a name for yourself among the other competitors in the 16 circuits of the FIA World Championship in World Championship mode or try your luck face to face with Ayrton Senna himself in Senna GP.
B.O.B. (USA, Europe)	Just when he thinks it's safe to date... He totals the car! When the star dust settles B.O.B. finds himself marooned on a hostile, back water planet, light years from home. Worse yet, the planet is inhabited by the gnarliest creatures and killer machines he's ever seen. You've got to help B.O.B. blast his way through the alien goon squads and onward to the rendezvous with his galactic babe! Featuring over 45 grueling levels! Six tricked-out gadgets! Six grades of ammo, including fire and lasers! More than 40 menacing enemies and bosses galore! Lightning-fast rocket rides!
Baby Boom (USA) (Proto 3)	Baby Boom is an unreleased action game originally announced at Sega Gamer's Day 1994 for the Sega Mega Drive, Sega Mega-CD and Sega Game Gear. It was subsequently cancelled for unknown reasons. Three early prototypes of the Mega Drive version have since been leaked onto the internet,showing that the game was largely about picking up babies and taking them to an exit in the fastest possible time. Only three normal levels and two bonus levels exist in the latest prototype (dated 1994-08-11).
Baby's Day Out (USA) (Proto 2)	Baby's Day is a video game of reflexion released in 1994 on Mega Drive. The game has been developed by Designer Software and edited by Hi-Tech Enterprises. The game system is a bit like Lemmings in the sense that the baby is controlled and directed to the end of the level.
Back to the Future Part III (USA)	Marty McFly and Doc Brown have traveled back through time to the year 1885 and they're soon deep in trouble when they face Mad Dog Tannen's gang and have to find a way to return to the present. This game takes 4 scenes from the Hollywood movie Back to the Future III and turns them into arcade sequences: 1. Buckboard Chase: Doc Brown goes horseback in an attempt to save Hill Valley's lovely school teacher Clara. This game of quick ducking, jumping and shooting alternates between a side-scrolling and a top-down perspective. 2. Shooting Gallery: A classic game of aim-and-shoot, spiced up by hidden extras and bonus targets. 3. Pie Throwing: Meet the Mad Dog gang. They have guns, and you have... cream pies. It's an isometric version of the shooting gallery, only with ammo. And the targets shoot back. 4. The Train: A side-scrolling beat-em-up on train wagons with some ducking and jumping. Get rid of the mechanics and collect speed logs to push the engine to the magic 88 mph.
Bahamut Senki (Japan)	The world of Bahumut is divided into eight powerful countries, four of which are ruled by humans or human-like creatures, while the other four are ruled by evil forces. These countries constantly wage war against one another trying to dominate and destroy the others. It's the player's job to choose which country to control and make it the most powerful country in all of Bahumut. At the beginning of each turn, you control your leader and take certain actions such as: recruit soldiers, declare war, engage in diplomatic talks, ect. In battles you can control several units of soldiers or magical creatures you can summon to assist you in battle.
Ball Jacks (Japan, Europe) (En)	Ball Jacks is a competitive action game taking place in the distant future. 2 robot crabs face opposite each other in an arena. Behind them is a conveyor belt with large metal balls rotating around. The goal is to capture the opponent's balls and hold them until their timer runs out. Each crab has 2 claws which operate independently: They can be used to grab balls from the opposite side of the screen, as well as to knock them out of the opponent's grip. Be careful! as taking a hit from behind will damage the crab and too much damage leads to the pit area to be repaired. There are several game modes included. The main focus is the World Championship mode with increasingly skilled computer opponents. Also available is a 2-player versus mode with a number of handicap options. There is also a training mode where the player can freely practice to get a feel for the controls, as well as a time trial mode where the goal is to grab as many balls as possible within the time limit.
Ballz 3D - The Battle of the Ballz (USA, Europe)	Ballz is a fighting game, but what makes it uniqe is the fact that your player is made out of balls. The game has a detailed 3D engine with a fixed camera. The game plays like your normal beat 'em up game. This game supports 2 players, 3 difficulties and up to 21 matches.
